item_id,question,prediction,ground_truth,metrics
2hop__613779_55984,"Who wrote the song ""The Story"" that is sung by the performer of ""That Wasn't Me""?","{'prediction': {'answer': 'Phil Hanseroth', 'supporting_facts': ['""The Story ""is a song released as a single by American folk rock singer Brandi Carlile, written by Phil Hanseroth, from her 2007 album The Story.', '""That Wasn\'t Me"" is a song by American recording artist Brandi Carlile.']}, 'raw_responses': ['```json\n{\n  ""answer"": ""Phil Hanseroth"",\n  ""supporting_facts"": [\n    ""\\""The Story \\""is a song released as a single by American folk rock singer Brandi Carlile, written by Phil Hanseroth, from her 2007 album The Story."",\n    ""\\""That Wasn\'t Me\\"" is a song by American recording artist Brandi Carlile.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Phil Hanseroth"",\n  ""supporting_facts"": [\n    ""\\""The Story \\""is a song released as a single by American folk rock singer Brandi Carlile, written by Phil Hanseroth, from her 2007 album The Story."",\n    ""\\""That Wasn\'t Me\\"" is a song by American recording artist Brandi Carlile.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Phil Hanseroth"",\n  ""supporting_facts"": [\n    ""\\""The Story \\""is a song released as a single by American folk rock singer Brandi Carlile, written by Phil Hanseroth, from her 2007 album The Story."",\n    ""\\""That Wasn\'t Me\\"" is a song by American recording artist Brandi Carlile.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Phil Hanseroth"",\n  ""supporting_facts"": [\n    ""\\""The Story \\""is a song released as a single by American folk rock singer Brandi Carlile, written by Phil Hanseroth, from her 2007 album The Story."",\n    ""\\""That Wasn\'t Me\\"" is a song by American recording artist Brandi Carlile.""\n  ]\n}\n```']}",Phil Hanseroth,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__747667_52835,Who wrote Turn Me On by the Thinking About You performer?,"{'prediction': {'answer': 'Error: RRM winner was unparsable.'}, 'raw_responses': ['```json\n{\n  ""answer"": ""John D. Loudermilk"",\n  ""supporting_facts"": [\n    ""Turn Me On \'\'Single by Norah Jones from the album First Sessions / Come Away with Me ... Songwriter (s) John D. Loudermilk"",\n    ""Thinking About You"" is the first single from Norah Jones\' third solo album, ""Not Too Late"" (2007)""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""John D. Loudermilk"",\n  ""supporting_facts"": [\n    ""Turn Me On \'\'Single by Norah Jones from the album First Sessions / Come Away with Me ... Songwriter (s) John D. Loudermilk"",\n    ""Thinking About You"" is the first single from Norah Jones\' third solo album, ""Not Too Late"" (2007)""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""John D. Loudermilk"",\n  ""supporting_facts"": [\n    ""Turn Me On \'\'Single by Norah Jones from the album First Sessions / Come Away with Me ... Songwriter (s) John D. Loudermilk"",\n    ""Thinking About You"" is the first single from Norah Jones\' third solo album, ""Not Too Late"" (2007)""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""John D. Loudermilk"",\n  ""supporting_facts"": [\n    ""Turn Me On \'\'Single by Norah Jones from the album First Sessions / Come Away with Me ... Songwriter (s) John D. Loudermilk"",\n    ""Thinking About You"" is the first single from Norah Jones\' third solo album, ""Not Too Late"" (2007)""\n  ]\n}\n```']}",John D. Loudermilk,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
3hop1__604797_443779_52195,who is the president of newly declared independent country which is the country of the country of Alabio –Timor Leste Commission of Truth and Friendship?,"{'prediction': {'answer': 'Francisco Guterres', 'supporting_facts': ['The Alabio duck gets its name from this region.', 'The Indonesia–Timor Leste Commission on Truth and Friendship was a truth commission established jointly by the governments of Indonesia and East Timor in August 2005.', 'President Francisco Guterres']}, 'raw_responses': ['```json\n{\n  ""answer"": ""Francisco Guterres"",\n  ""supporting_facts"": [\n    ""The Alabio duck gets its name from this region."",\n    ""The Indonesia–Timor Leste Commission on Truth and Friendship was a truth commission established jointly by the governments of Indonesia and East Timor in August 2005."",\n    ""President Francisco Guterres""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Francisco Guterres"",\n  ""supporting_facts"": [\n    ""The Alabio duck gets its name from this region."",\n    ""The Indonesia–Timor Leste Commission on Truth and Friendship was a truth commission established jointly by the governments of Indonesia and East Timor in August 2005."",\n    ""President Francisco Guterres""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Francisco Guterres"",\n  ""supporting_facts"": [\n    ""The Indonesia–Timor Leste Commission on Truth and Friendship was a truth commission established jointly by the governments of Indonesia and East Timor in August 2005."",\n    ""The Alabio duck gets its name from this region."",\n    ""Alabio was a district in North Hulu Sungai, Kalimantan Selatan, Indonesia until administrative reforms after the Indonesian independence."",\n    ""President Francisco Guterres""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Francisco Guterres"",\n  ""supporting_facts"": [\n    ""The Alabio duck gets its name from this region."",\n    ""The Indonesia–Timor Leste Commission on Truth and Friendship was a truth commission established jointly by the governments of Indonesia and East Timor in August 2005."",\n    ""President Francisco Guterres""\n  ]\n}\n```']}",Francisco Guterres,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
3hop2__802066_223623_162182,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?","{'prediction': {'answer': 'Southeast region', 'supporting_facts': ['Châu Đức is a rural district of Bà Rịa–Vũng Tàu Province in the Southeast region of Vietnam.', 'Bon ""John"" Phan (born October 10, 1974 in Da Nang, Vietnam) is a Vietnamese-American professional poker player based in Stockton, California who is a two time World Series of Poker bracelet winner and is a winner and four time final tablist of World Poker Tour Championships.', 'The Museum of Cham Sculpture is a museum located in Hải Châu District, Đà Nẵng, central Vietnam, near the Han River.', 'South Central Coast (Vietnamese: Duyên hải Nam Trung Bộ) is one of the regions of Vietnam. It consists of the independent municipality of Đà Nẵng and seven other provinces.']}, 'raw_responses': ['```json\n{\n  ""answer"": ""Southeast region"",\n  ""supporting_facts"": [\n    ""Châu Đức is a rural district of Bà Rịa–Vũng Tàu Province in the Southeast region of Vietnam."",\n    ""Bon \\""John\\"" Phan (born October 10, 1974 in Da Nang, Vietnam) is a Vietnamese-American professional poker player based in Stockton, California who is a two time World Series of Poker bracelet winner and is a winner and four time final tablist of World Poker Tour Championships."",\n    ""The Museum of Cham Sculpture is a museum located in Hải Châu District, Đà Nẵng, central Vietnam, near the Han River."",\n    ""South Central Coast (Vietnamese: Duyên hải Nam Trung Bộ) is one of the regions of Vietnam. It consists of the independent municipality of Đà Nẵng and seven other provinces.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Southeast region"",\n  ""supporting_facts"": [\n    ""Châu Đức is a rural district of Bà Rịa–Vũng Tàu Province in the Southeast region of Vietnam."",\n    ""Bon \\""John\\"" Phan (born October 10, 1974 in Da Nang, Vietnam) is a Vietnamese-American professional poker player based in Stockton, California who is a two time World Series of Poker bracelet winner and is a winner and four time final tablist of World Poker Tour Championships."",\n    ""The Museum of Cham Sculpture is a museum located in Hải Châu District, Đà Nẵng, central Vietnam, near the Han River."",\n    ""South Central Coast (Vietnamese: Duyên hải Nam Trung Bộ) is one of the regions of Vietnam. It consists of the independent municipality of Đà Nẵng and seven other provinces.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Southeast region"",\n  ""supporting_facts"": [\n    ""Châu Đức is a rural district of Bà Rịa–Vũng Tàu Province in the Southeast region of Vietnam."",\n    ""Bon \\""John\\"" Phan (born October 10, 1974 in Da Nang, Vietnam) is a Vietnamese-American professional poker player based in Stockton, California who is a two time World Series of Poker bracelet winner and is a winner and four time final tablist of World Poker Tour Championships."",\n    ""The Museum of Cham Sculpture is a museum located in Hải Châu District, Đà Nẵng, central Vietnam, near the Han River."",\n    ""South Central Coast (Vietnamese: Duyên hải Nam Trung Bộ) is one of the regions of Vietnam. It consists of the independent municipality of Đà Nẵng and seven other provinces.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Southeast region"",\n  ""supporting_facts"": [\n    ""Châu Đức is a rural district of Bà Rịa–Vũng Tàu Province in the Southeast region of Vietnam."",\n    ""Bon \\""John\\"" Phan (born October 10, 1974 in Da Nang, Vietnam) is a Vietnamese-American professional poker player based in Stockton, California who is a two time World Series of Poker bracelet winner and is a winner and four time final tablist of World Poker Tour Championships."",\n    ""The Museum of Cham Sculpture is a museum located in Hải Châu District, Đà Nẵng, central Vietnam, near the Han River."",\n    ""South Central Coast (Vietnamese: Duyên hải Nam Trung Bộ) is one of the regions of Vietnam. It consists of the independent municipality of Đà Nẵng and seven other provinces.""\n  ]\n}\n```']}",South Central Coast,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
4hop1__236903_153080_159767_81096,Who won the Indy Car Race in the largest city and state of the state where the performer of East Coasting is from?,"{'prediction': {'answer': 'Not specified in the context', 'supporting_facts': ['Charles Mingus was born in Nogales, Arizona.', 'Its capital and largest city is Phoenix.', 'After a hiatus of eleven years, the race was revived by the Verizon IndyCar Series in 2016.']}, 'raw_responses': ['To answer this question, we need to break it down into parts:\n\n1. **Identify the performer of East Coasting**: The performer of East Coasting is Charles Mingus.\n2. **Determine the state Charles Mingus is from**: Charles Mingus was born in Nogales, Arizona, so he is from Arizona.\n3. **Identify the largest city in Arizona**: The largest city in Arizona is Phoenix.\n4. **Find information about an Indy Car Race in Phoenix**: The Desert Diamond West Valley Phoenix Grand Prix is mentioned, but the winner of a specific race is not provided in the context.\n\nGiven the information available in the context, we cannot determine the winner of the Indy Car Race in Phoenix, Arizona, as this specific detail is not provided. However, to follow the instructions and provide an answer in the specified JSON format based on the information we can gather:\n\n```json\n{\n  ""answer"": ""Information not available in the context"",\n  ""supporting_facts"": [\n    ""Charles Mingus was born in Nogales, Arizona."",\n    ""Phoenix is the largest city in Arizona."",\n    ""The Desert Diamond West Valley Phoenix Grand Prix is an Indy Car race held in Phoenix.""\n  ]\n}\n```', 'To answer this question, we need to break it down into parts and find the relevant information within the provided context.\n\n1. **Identify the performer of East Coasting**: The performer of East Coasting is Charles Mingus.\n2. **Determine the state Charles Mingus is from**: Charles Mingus was born in Nogales, Arizona. Therefore, the state we are focusing on is Arizona.\n3. **Identify the largest city in Arizona**: According to the context, the capital and largest city of Arizona is Phoenix.\n4. **Find information about an Indy Car Race in Phoenix**: The context mentions the ""Desert Diamond West Valley Phoenix Grand Prix,"" which is an IndyCar race held in Phoenix.\n\nHowever, the context does not specify who won the Indy Car Race in Phoenix. It mentions historical events and participants, like Johnny Rutherford and Mario Andretti, but does not provide the winner of a specific race that would directly answer the question as phrased.\n\nGiven the information available and the requirement to follow the format to the letter, the answer must reflect that the specific winner of the Indy Car Race in Phoenix (the largest city in Arizona, the state where Charles Mingus is from) is not provided in the context.\n\n```json\n{\n  ""answer"": ""Not specified in the context"",\n  ""supporting_facts"": [\n    ""Charles Mingus was born in Nogales, Arizona."",\n    ""The capital and largest city of Arizona is Phoenix."",\n    ""After a hiatus of eleven years, the race was revived by the Verizon IndyCar Series in 2016.""\n  ]\n}\n```', 'To answer this question, we first need to identify the largest city and state of the performer of East Coasting, which is Charles Mingus. According to the context, Charles Mingus was born in Nogales, Arizona. The largest city in Arizona is Phoenix. \n\nNext, we need to find information about the Indy Car Race in Phoenix. The context mentions the Desert Diamond West Valley Phoenix Grand Prix, which is an Indy car track in Phoenix. However, it does not provide information about the winner of the race.\n\nSince the context does not provide the necessary information to answer the question, we cannot provide a specific winner. However, to follow the required format and based on the information given:\n\n```json\n{\n  ""answer"": ""Information not available"",\n  ""supporting_facts"": [\n    ""Charles Mingus was born in Nogales, Arizona."",\n    ""Phoenix is the capital and largest city of the U.S. state of Arizona."",\n    ""The Desert Diamond West Valley Phoenix Grand Prix is an Indy car track in Phoenix.""\n  ]\n}\n```', 'To answer this question, we first need to identify the performer of ""East Coasting,"" which is Charles Mingus. Then, we need to find out the state he is from. According to the context, Charles Mingus was born in Nogales, Arizona. Arizona is the state. The largest city in Arizona is Phoenix. The question asks about the winner of the Indy Car Race in Phoenix, but the provided context does not specify the winner of the Indy Car Race in Phoenix. It only mentions that the race was revived by the Verizon IndyCar Series in 2016 and provides historical information about the race, including a spectacular crash involving Johnny Rutherford and the final career victory for Indy legend Mario Andretti, but it does not give the winner of the specific race mentioned in the question.\n\nGiven the information available in the context:\n\n```json\n{\n  ""answer"": ""Not specified in the context"",\n  ""supporting_facts"": [\n    ""Charles Mingus was born in Nogales, Arizona."",\n    ""Its capital and largest city is Phoenix."",\n    ""After a hiatus of eleven years, the race was revived by the Verizon IndyCar Series in 2016.""\n  ]\n}\n```']}",Mario Andretti,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__2683_577502,Who married the governor who passed a law in honor of Donda West?,"{'prediction': {'answer': 'Maria Shriver', 'supporting_facts': [""California governor Arnold Schwarzenegger signed the 'Donda West Law', legislation which makes it mandatory for patients to provide medical clearance for elective cosmetic surgery."", 'journalist Maria Shriver (wife of California governor Arnold Schwarzenegger)']}, 'raw_responses': ['```json\n{\n  ""answer"": ""Maria Shriver"",\n  ""supporting_facts"": [\n    ""California governor Arnold Schwarzenegger signed the \'Donda West Law\', legislation which makes it mandatory for patients to provide medical clearance for elective cosmetic surgery."",\n    ""journalist Maria Shriver (wife of California governor Arnold Schwarzenegger)""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Maria Shriver"",\n  ""supporting_facts"": [\n    ""California governor Arnold Schwarzenegger signed the \'Donda West Law\', legislation which makes it mandatory for patients to provide medical clearance for elective cosmetic surgery."",\n    ""journalist Maria Shriver (wife of California governor Arnold Schwarzenegger)""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Maria Shriver"",\n  ""supporting_facts"": [\n    ""California governor Arnold Schwarzenegger signed the \'Donda West Law\', legislation which makes it mandatory for patients to provide medical clearance for elective cosmetic surgery."",\n    ""journalist Maria Shriver (wife of California governor Arnold Schwarzenegger)""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Maria Shriver"",\n  ""supporting_facts"": [\n    ""California governor Arnold Schwarzenegger signed the \'Donda West Law\', legislation which makes it mandatory for patients to provide medical clearance for elective cosmetic surgery."",\n    ""journalist Maria Shriver (wife of California governor Arnold Schwarzenegger)""\n  ]\n}\n```']}",Maria Shriver,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
3hop2__304722_781203_63959,When was the last time the team who Bernard Lowe was a member of beat the winner of the 1894-95 FA Cup?,"{'prediction': {'answer': 'The information is not available in the provided context.', 'supporting_facts': []}, 'raw_responses': ['{\n  ""answer"": ""Unknown"",\n  ""supporting_facts"": [\n    ""Bernard Lowe played Birmingham League football for several years before joining Birmingham City in 1908."",\n    ""A skilful and creative inside forward, he made his debut in the Football League Second Division on 7 November 1908 in a 2–1 win at home to Barnsley."",\n    ""The final has never been contested by two teams from outside the top division and there have only been eight winners who weren\'t in the top flight: Notts County (1894);""\n  ]\n}', '{\n  ""answer"": ""Unknown"",\n  ""supporting_facts"": [\n    ""Bernard Lowe played Birmingham League football for several years before joining Birmingham City in 1908."",\n    ""A skilful and creative inside forward, he made his debut in the Football League Second Division on 7 November 1908 in a 2–1 win at home to Barnsley."",\n    ""The final has never been contested by two teams from outside the top division and there have only been eight winners who weren\'t in the top flight: Notts County (1894);""\n  ]\n}', '{\n""answer"": ""Unknown"",\n""supporting_facts"": [\n""Bernard Lowe played Birmingham League football for several years before joining Birmingham City in 1908."",\n""A skilful and creative inside forward, he made his debut in the Football League Second Division on 7 November 1908 in a 2–1 win at home to Barnsley."",\n""The final has never been contested by two teams from outside the top division and there have only been eight winners who weren\'t in the top flight: Notts County (1894); Tottenham Hotspur (1901); Wolverhampton Wanderers (1908); Barnsley (1912); West Bromwich Albion (1931); Sunderland (1973), Southampton (1976) and West Ham United (1980).""\n]\n}', '{\n""answer"": ""The information is not available in the provided context."",\n""supporting_facts"": []\n}']}",1 December 2010,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
3hop2__49541_121067_51068,The queen of england in 1890 is portrayed on the network that broadcast The Pacific Century by whom?,"{'prediction': {'answer': 'Jenna Coleman', 'supporting_facts': ['Victoria (Alexandrina Victoria; 24 May 1819 -- 22 January 1901) was Queen of the United Kingdom of Great Britain and Ireland from 20 June 1837 until her death.', 'Jenna - Louise Coleman (born 27 April 1986), professionally known as Jenna Coleman, is an English actress and model. ... Notable for her work in British television, she is best known for her roles ... Queen Victoria in the ITV biographical drama series Victoria (2016 -- present).', 'The Pacific Century was a 1992 PBS Emmy Award winning ten-part documentary series narrated by Peter Coyote about the rise of the Pacific Rim economies.']}, 'raw_responses': ['```json\n{\n  ""answer"": ""Jenna Coleman"",\n  ""supporting_facts"": [\n    ""Victoria (Alexandrina Victoria; 24 May 1819 -- 22 January 1901) was Queen of the United Kingdom of Great Britain and Ireland from 20 June 1837 until her death."",\n    ""Jenna - Louise Coleman (born 27 April 1986), professionally known as Jenna Coleman, is an English actress and model. ... Notable for her work in British television, she is best known for her roles ... Queen Victoria in the ITV biographical drama series Victoria (2016 -- present)."",\n    ""The Pacific Century was a 1992 PBS Emmy Award winning ten-part documentary series narrated by Peter Coyote about the rise of the Pacific Rim economies.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Jenna Coleman"",\n  ""supporting_facts"": [\n    ""Victoria (Alexandrina Victoria; 24 May 1819 -- 22 January 1901) was Queen of the United Kingdom of Great Britain and Ireland from 20 June 1837 until her death."",\n    ""Jenna - Louise Coleman (born 27 April 1986), professionally known as Jenna Coleman, is an English actress and model. ... Notable for her work in British television, she is best known for her roles ... Queen Victoria in the ITV biographical drama series Victoria (2016 -- present)."",\n    ""The Pacific Century was a 1992 PBS Emmy Award winning ten-part documentary series narrated by Peter Coyote about the rise of the Pacific Rim economies.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Jenna Coleman"",\n  ""supporting_facts"": [\n    ""Victoria (Alexandrina Victoria; 24 May 1819 -- 22 January 1901) was Queen of the United Kingdom of Great Britain and Ireland from 20 June 1837 until her death."",\n    ""Jenna - Louise Coleman (born 27 April 1986), professionally known as Jenna Coleman, is an English actress and model. ... Notable for her work in British television, she is best known for her roles ... Queen Victoria in the ITV biographical drama series Victoria (2016 -- present)."",\n    ""The Pacific Century was a 1992 PBS Emmy Award winning ten-part documentary series narrated by Peter Coyote about the rise of the Pacific Rim economies.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Jenna Coleman"",\n  ""supporting_facts"": [\n    ""Victoria (Alexandrina Victoria; 24 May 1819 -- 22 January 1901) was Queen of the United Kingdom of Great Britain and Ireland from 20 June 1837 until her death."",\n    ""Jenna - Louise Coleman (born 27 April 1986), professionally known as Jenna Coleman, is an English actress and model. ... Notable for her work in British television, she is best known for her roles ... Queen Victoria in the ITV biographical drama series Victoria (2016 -- present)."",\n    ""The Pacific Century was a 1992 PBS Emmy Award winning ten-part documentary series narrated by Peter Coyote about the rise of the Pacific Rim economies.""\n  ]\n}\n```']}",Jenna - Louise Coleman,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__55552_158105,What two features of Windows 98 were highlighted by the man who announced Windows in 1983?,"{'prediction': {'answer': 'Ease of use and enhanced support for Plug and Play (PnP)', 'supporting_facts': [""Microsoft CEO Bill Gates was highlighting the operating system's ease of use and enhanced support for Plug and Play (PnP)."", 'Microsoft Windows was announced by Bill Gates on November 10, 1983.']}, 'raw_responses': ['```json\n{\n  ""answer"": ""Ease of use and enhanced support for Plug and Play (PnP)"",\n  ""supporting_facts"": [\n    ""Microsoft CEO Bill Gates was highlighting the operating system\'s ease of use and enhanced support for Plug and Play (PnP)."",\n    ""Microsoft Windows was announced by Bill Gates on November 10, 1983.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Ease of use and enhanced support for Plug and Play (PnP)"",\n  ""supporting_facts"": [\n    ""The release of Windows 98 was preceded by a notable press demonstration at COMDEX in April 1998."",\n    ""Microsoft CEO Bill Gates was highlighting the operating system\'s ease of use and enhanced support for Plug and Play (PnP).""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""ease of use and enhanced support for Plug and Play (PnP)"",\n  ""supporting_facts"": [\n    ""Microsoft CEO Bill Gates was highlighting the operating system\'s ease of use and enhanced support for Plug and Play (PnP)."",\n    ""Microsoft Windows was announced by Bill Gates on November 10, 1983.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Ease of use and enhanced support for Plug and Play (PnP)"",\n  ""supporting_facts"": [\n    ""Microsoft CEO Bill Gates was highlighting the operating system\'s ease of use and enhanced support for Plug and Play (PnP)."",\n    ""Microsoft Windows was announced by Bill Gates on November 10, 1983.""\n  ]\n}\n```']}",ease of use and enhanced support for Plug and Play,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__124933_653666,Who is the mother of the father of Julia Murdock Smith?,"{'prediction': {'answer': 'Emma Hale Smith', 'supporting_facts': ['Julia Murdock Smith Dixon Middleton (May 1, 1831 – September 12, 1880) was an early member of the Latter Day Saint movement and the eldest surviving child and only daughter of Joseph Smith and Emma Hale Smith.']}, 'raw_responses': ['```json\n{\n  ""answer"": ""Emma Hale Smith"",\n  ""supporting_facts"": [\n    ""Julia Murdock Smith Dixon Middleton (May 1, 1831 – September 12, 1880) was an early member of the Latter Day Saint movement and the eldest surviving child and only daughter of Joseph Smith and Emma Hale Smith.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Emma Hale Smith"",\n  ""supporting_facts"": [\n    ""Julia Murdock Smith Dixon Middleton (May 1, 1831 – September 12, 1880) was an early member of the Latter Day Saint movement and the eldest surviving child and only daughter of Joseph Smith and Emma Hale Smith.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Emma Hale Smith"",\n  ""supporting_facts"": [\n    ""Julia Murdock Smith Dixon Middleton (May 1, 1831 – September 12, 1880) was an early member of the Latter Day Saint movement and the eldest surviving child and only daughter of Joseph Smith and Emma Hale Smith.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Emma Hale Smith"",\n  ""supporting_facts"": [\n    ""Julia Murdock Smith Dixon Middleton (May 1, 1831 – September 12, 1880) was an early member of the Latter Day Saint movement and the eldest surviving child and only daughter of Joseph Smith and Emma Hale Smith.""\n  ]\n}\n```']}",Lucy Mack Smith,"{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
2hop__848156_130869,What state contains the place where Fatata te Miti is displayed?,"{'prediction': {'answer': 'Washington, D.C. is not a state, but the painting is displayed in the National Gallery of Art, which is located in Washington, D.C., however, considering the context of states, it would be more accurate to say the painting is in a federal district within the United States.', 'supporting_facts': ['Fatata te Miti is an 1892 oil painting by French artist Paul Gauguin, located in the National Gallery of Art, in Washington, DC.', 'The National Gallery of Art, and its attached Sculpture Garden, is a national art museum in Washington, D.C., located on the National Mall, between 3rd and 9th Streets, at Constitution Avenue NW.']}, 'raw_responses': ['```json\n{\n  ""answer"": ""Washington, D.C. is not a state, but the painting is displayed in the National Gallery of Art, which is located in Washington, D.C."",\n  ""supporting_facts"": [\n    ""Fatata te Miti is an 1892 oil painting by French artist Paul Gauguin, located in the National Gallery of Art, in Washington, DC."",\n    ""The National Gallery of Art, and its attached Sculpture Garden, is a national art museum in Washington, D.C., located on the National Mall, between 3rd and 9th Streets, at Constitution Avenue NW.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""Washington, D.C. is not a state, but the painting is displayed in the National Gallery of Art, which is located in Washington, D.C., however, considering the context of states, it would be more accurate to say the painting is in a federal district within the United States."",\n  ""supporting_facts"": [\n    ""Fatata te Miti is an 1892 oil painting by French artist Paul Gauguin, located in the National Gallery of Art, in Washington, DC."",\n    ""The National Gallery of Art, and its attached Sculpture Garden, is a national art museum in Washington, D.C., located on the National Mall, between 3rd and 9th Streets, at Constitution Avenue NW.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""None (it is in Washington, D.C.)"",\n  ""supporting_facts"": [\n    ""Fatata te Miti is an 1892 oil painting by French artist Paul Gauguin, located in the National Gallery of Art, in Washington, DC."",\n    ""The National Gallery of Art, and its attached Sculpture Garden, is a national art museum in Washington, D.C., located on the National Mall, between 3rd and 9th Streets, at Constitution Avenue NW.""\n  ]\n}\n```', '```json\n{\n  ""answer"": ""None (it is in Washington, D.C.)"",\n  ""supporting_facts"": [\n    ""Fatata te Miti is an 1892 oil painting by French artist Paul Gauguin, located in the National Gallery of Art, in Washington, DC."",\n    ""The National Gallery of Art, and its attached Sculpture Garden, is a national art museum in Washington, D.C., located on the National Mall, between 3rd and 9th Streets, at Constitution Avenue NW.""\n  ]\n}\n```']}","Washington, D.C.","{'answer_em': 0.0, 'answer_f1': 0.0, 'answer_precision': 0.0, 'answer_recall': 0.0, 'support_f1': 0.0, 'support_precision': 0.0, 'support_recall': 0.0, 'accuracy': 0.0}"
